codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
45859;IG-114/CENIPA/2013-RSV001;2013-10-21;2013-12-06;2015-03-27;Implantar medidas que assegurem que o operador da aeronave adote os adequados mecanismos de Supervisão Gerencial, no âmbito técnico, visando o adequado acompanhamento dos serviços de manutenção realizados em suas aeronaves.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45859;IG-114/CENIPA/2013-RSV002;2013-10-21;2013-12-06;2014-03-12;Implantar medidas que assegurem que a oficina mantenedora da aeronave adote os adequados mecanismos de Supervisão Gerencial, no âmbito técnico, visando ao fiel cumprimento dos procedimentos estabelecidos no Manual de Serviços das aeronaves modelo Cessna 310, para efeito da regulagem do seu sistema de retração do trem de pouso principal.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45866;A-115/CENIPA/2013 - RSV 001;2014-07-21;2014-08-14;2016-04-05;Atuar junto ao Aeroclube de Tupi Paulista, SP, a fim de que sejam revisados os procedimentos de preparação dos voos de instrução, com especial atenção aos limites de peso e balanceamento das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45900;A-043/CENIPA/2014 - RSV 001;2014-04-23;2014-06-16;2016-04-05;Atuar junto aos aeroclubes, a fim de tornar obrigatória a confecção de uma regulamentação específica sobre a realização de voos por sócios, com acompanhamento operacional por parte do setor de operações, visando à garantia da segurança operacional.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45932;IG-543/CENIPA/2012 - 01;2018-07-27;2018-07-27;NULL;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da não observância do constante no checklist apropriado a cada aeronave e nos regulamentos de tráfego aéreo, sobretudo em situações de emergência.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45934;A-036/CENIPA/2013-RSV001;2013-08-22;2013-11-05;2014-03-12;Intensificar as ações no sentido de garantir e exigir a capacitação do pessoal de apoio nos serviços de rampa dos helipontos registrados e homologados, tendo em vista a necessidade de procedimentos rígidos de segurança nas operações de helicópteros no solo, durante o embarque e desembarque de passageiros, e sobre a importância da utilização de pessoal devidamente qualificado e treinado para o desempenho das atividades operacionais de rampa.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45934;A-036/CENIPA/2013-RSV002;2013-08-22;2013-11-05;2014-01-15;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de helipontos homologados e registrados, e também aos proprietários, operadores de helicópteros que operem segundo o RBHA 91.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46026;IG-123/CENIPA/2013 – 001;2015-05-15;2015-05-26;2015-08-21;Divulgar o conteúdo desse relatório em seus diversos eventos de prevenção de acidentes aeronáuticos.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46042;IG-126/CENIPA/2013 – 001;2015-05-15;2015-05-26;2016-02-23;Atuar, junto ao operador da aeronave a fim de certificar-se do adequado preenchimento do Livro de Bordo da aeronave de matrícula PR-ARZ, com base no que dispõe a IAC 3151.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46042;IG-126/CENIPA/2013 – 002;2015-05-15;2015-05-26;2016-01-25;Realizar auditoria técnica na oficina mantenedora da aeronave, com o objetivo de se certificar da adequação dos mecanismos de Supervisão Técnica adotados pelos seus Inspetores de Manutenção e RPQS, por ocasião da realização dos serviços de manutenção nos motores modelo PT6A-114/114.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46042;IG-126/CENIPA/2013 – 003;2015-05-15;2015-05-26;2016-02-11;Avaliar a mudança de classificação das aeronaves modelo Caravan C-208 para TIPO, tomando-se por base o grau de complexidade da sua operação por apenas um piloto.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46048;A-504/CENIPA/2019 - 01;2019-06-28;2019-06-28;NULL;REALIZAR UMA AUDITORIA NA FRETAX TÁXI AÉREO LTDA., A FIM DE ASSEGURAR-SE DA CONFORMIDADE DA MANUTENçãO DE SUAS AERONAVES, EM ESPECIAL NO TOCANTE AOS PNEUS E RODAS DO TREM DE POUSO.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46049;IG-116/CENIPA/2013 – 001;2015-04-24;2015-05-26;2015-08-24;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;292/2012;2012-08-31;2012-08-20;2015-12-22;Criar requisitos no RBAC 105 que propiciem a adequada separação entre aeronaves e paraquedistas durante os voos de lançamento.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;293/2012;2012-08-31;2012-08-20;2015-12-22;Adotar ações de fiscalização nas atividades de lançamento de paraquedistas, em especial no Campeonato Brasileiro de Paraquedismo, previsto para setembro de 2012 em Boituva- SP, visando verificar a segurança das operações aéreas.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;A-003/CENIPA/2014 - RSV 001;2014-02-17;2014-06-16;2016-04-18;Reavaliar a fiscalização da atividade profissional do paraquedismo em campeonatos e eventos, bem como o acompanhamento diário da atividade amadora do esporte no Brasil.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;A-003/CENIPA/2014 - RSV 002;2014-02-17;2014-06-16;2016-03-16;Reavaliar o RBAC 105 descrevendo a necessidade de briefing detalhado entre tripulantes e paraquedistas, onde sejam esclarecidos aspectos relevantes de segurança, como os tipos de salto a serem realizados, normas de separação entre aeronave e paraquedista, e outros julgados oportunos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;A-003/CENIPA/2014 - RSV 003;2014-02-17;2014-06-16;2016-03-16;Reavaliar o RBAC 105 definindo e descrevendo as atribuições do responsável técnico previsto no RBAC 105.3.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46092;A-003/CENIPA/2014 - RSV 004;2014-02-17;2014-07-22;NULL;Reavaliar imediatamente o modo de operação do Centro, estabelecendo padrões de segurança rigorosos e observando a legislação internacional já consagrada para a atividade esportiva.;AGUARDANDO RESPOSTA;CNP;CENTRO NACIONAL DE PARAQUEDISMO
46092;A-003/CENIPA/2014 - RSV 005;2014-02-17;2014-07-22;NULL;Promover o registro do Termo de Ajustamento de Conduta e o estrito cumprimento de um sistema de gestão do risco, visando à análise, sistemática e constante, do potencial de perigo inerente à atividade de paraquedismo amador e profissional.;AGUARDANDO RESPOSTA;CNP;CENTRO NACIONAL DE PARAQUEDISMO
46093;A-597/CENIPA/2016 - 01;2018-12-04;2018-12-04;NULL;Atuar, junto ao operador, a fim de assegurar que ele adote mecanismos gerenciais que prevejam o devido planejamento de etapas, pousos e decolagens, de acordo com o que preconizam os manuais das aeronaves e a legislação em vigor.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46093;A-597/CENIPA/2016 - 02;2018-12-04;2018-12-04;NULL;Divulgar à comunidade aeronáutica brasileira a importância do cumprimento dos procedimentos de voo estabelecidos pelos fabricantes, operadores e instituições de instrução, bem como dos aspectos relacionados à divisão de funções a bordo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46152;A-521/CENIPA/2016 - 01;2017-10-27;2017-10-27;NULL;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar pilotos e operadores, sobretudo os da aviação executiva que atuam na região litorânea dos estados de São Paulo e Rio de Janeiro, sobre a importância do respeito aos requisitos mínimos de operação e às regras de voo visual.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46170;A-594/CENIPA/2018 - 01;2019-03-11;2019-03-11;NULL;ATUALIZAR O MMA 58-6 - MANUAL DE CURSO DE INSTRUTOR DE VOO-INVA, DE 1 DE JULHO DE 1992, COM VISTAS AO APRIMORAMENTO DO PROCESSO DE INSTRUçãO DA AVIAçãO CIVIL BRASILEIRA, TENDO COMO BASE AS MELHORES PRáTICAS E ENSINAMENTOS ADQUIRIDOS PELOS PROFISSIONAIS DA AVIAçãO AO LONGO DOS ANOS, BEM COMO OS PRINCíPIOS DA SEGURANçA DE VOO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46170;A-594/CENIPA/2018 - 02;2019-03-11;2019-03-11;NULL;ATUAR JUNTO AO AEROCLUBE DE BEBEDOURO, A FIM DE GARANTIR QUE TODOS OS PROCEDIMENTOS E MANOBRAS EXECUTADOS DURANTES OS VOOS DE SUAS AERONAVES, SEJA EM INSTRUçãO OU NãO, CONSTEM NOS RESPECTIVOS MANUAIS DE VOO E OPERAçãO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46172;A-503/CENIPA/2019 - 01;2019-08-06;2019-08-06;NULL;ATUAR JUNTO à LASA PROSPECçõES S.A., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46187;285/D/12;2012-07-31;2012-08-08;2013-02-20;Assegurar-se, com base na análise das falhas prematuras dos semi mancais laminados do rotor de cauda dos helicópteros Esquilo, das adequadas condições para a manutenção da Aeronavegabilidade Continuada dos modelos AS350 B3e e AS355 NP.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46187;286/D/12;2012-07-31;2012-08-08;2013-04-19;Emitir Diretriz de Aeronavegabilidade, com base no SIN nº 2482-S-64 expedido pela EUROCOPTER, visando ao estabelecimento de caráter obrigatório para o cumprimento dos procedimentos voltados para o monitoramento dos semi mancais laminados do rotor de cauda dos helicópteros Esquilo, modelos AS350 B3e e AS355 NP.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46187;IG-551/CENIPA/2014 - 001;2014-09-02;2014-09-16;2017-04-11;Assegurar-se, com base na análise das falhas prematuras dos semimancais laminados do rotor de cauda dos helicópteros Esquilo, das adequadas condições para a manutenção da Aeronavegabilidade Continuada dos modelos AS350 B3e e AS355 NP na frota brasileira.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46187;IG-551/CENIPA/2014 - 002;2014-09-02;2014-09-16;2015-02-27;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46199;A-023/CENIPA/2013-RSV001;2013-07-26;2013-08-12;2013-10-07;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46199;A-023/CENIPA/2013-RSV002;2013-07-26;2013-08-12;2013-08-31;Interceder junto ao operador, de modo a orientar a implantação de processos e mecanismos formais e rígidos de gerenciamento dos voos que garantam uma antecipação de planejamento suficiente para os tripulantes, conforme prevê os regulamentos em vigor.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46199;A-023/CENIPA/2013-RSV003;2013-07-26;2013-08-12;2013-08-31;Interceder junto ao operador, a fim de que seja alocado um profissional, no setor de operações, com conhecimento técnico de cada tipo de aeronave operada, estabelecendo assim, mais um elo no gerenciamento de risco na operação das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46201;A-130/CENIPA/2013 - RSV 001;2014-08-15;2014-09-17;2014-11-27;Tendo em vista os fatos levantados durante a investigação e as ações tomadas pelo operador após o acidente, realizar auditoria técnica na Roraima Taxi Aéreo.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46202;A-004/CENIPA/2014 - 001;2014-07-15;2014-08-11;2015-04-07;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves que operam segundo o RBAC 135 e 91.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46209;366/2012;2013-10-21;2013-03-12;2014-02-21;Realizar vistoria na pista do aeródromo Aéreo Amazônia/PA (SSXN) com a finalidade de verificar a interferência na faixa preparada, de uma vala de escoamento de águas pluviais, situada ao longo da lateral da pista, longitudinalmente, a 10 metros do centro da pista, do lado esquerdo, no sentido 07/25.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46209;IG-131/CENIPA/2013-RSV001;2013-10-21;2013-12-06;2014-02-21;Realizar vistoria na pista do Aeródromo Aéreo Amazônia-PA (SSXN) para verificar o nível de interferência, na faixa preparada, de uma vala de escoamento de águas pluviais, situada ao longo da lateral da pista, longitudinalmente, a 10 metros do centro da pista, do lado esquerdo, no sentido 07/25, com o objetivo de avaliar e provocar a correção, caso necessário.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46219;367/D/12;2012-09-29;2012-10-08;2013-08-07;Atuar junto à AVIANCA LINHAS AÉREAS, visando modificar a *Minimum Equipament List* (MEL) da aeronave F.28 Mk.0100, de forma a tornar a aeronave não aeronavegável com falha do Sistema Anti-Skid, tendo em vista as restrições existentes quanto ao uso do reverso.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46219;368/D/12;2012-09-29;2012-10-08;2017-05-24;Atuar junto à Autoridade Primária de Certificação da aeronave F.28 Mk.0100, visando modificar a * Master Minimum Equipament List* (MMEL), de forma a tornar a aeronave não aeronavegável com falha do Sistema Anti-Skid, tendo em vista as restrições existentes quanto ao uso do reverso.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46219;369/D/12;2012-09-29;2012-10-08;2013-10-10;Atuar junto à AVIANCA LINHAS AÉREAS para que o SOP (Standard Operation Procedures) da empresa relacionado à Landing Policies seja cumprido exatamente conforme está descrito na sua última revisão.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46219;370/D/12;2012-09-29;2012-10-08;2015-09-21;Atualizar o site da ANAC, removendo a Diretriz de Aeronavegabilidade de Emergência - DAE 2001-11-01 FOKKER emenda 39-290 com data de efetividade a partir de 08 novembro de 2001, por já ter sido superada por outra mais atualizada.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46255;A-502/CENIPA/2018 - 01;2019-04-08;2019-04-25;2019-06-06;Analisar a pertinência de publicar um documento similar ao Collision Avoidance Strategies and Tactics (estudo produzido pela Aircraft Owners and Pilots Association - AOPA), no intuito de transmitir a pilotos e operadores da aviação civil brasileira conhecimentos acerca de estratégias e táticas para evitar colisões de aeronaves.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46255;A-502/CENIPA/2018 - 02;2019-04-08;2019-04-25;2019-06-06;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da não observância do que prevê o RBHA 91 e a ICA 100-12, sobretudo no que diz respeito às regras para separação entre aeronaves em voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46256;A - 523/CENIPA/2015 - 01;2017-05-02;2017-05-11;NULL;Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta institua de forma permanente uma postura conservativa na condução da instrução aérea, normatizando critérios claros para esse fim, orientando seus instrutores a atuarem de forma efetiva durante o treinamento de emergências à baixa altura, além de assegurar uma margem de segurança capaz de evitar que o voo se aproxime do ponto de irreversibilidade do acidente.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46256;A - 523/CENIPA/2015 - 02;2017-05-02;2017-05-11;NULL;Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta inclua no seu programa de instrução, como critério crítico, a análise das condições de vento presentes, sobretudo acerca da possibilidade da ocorrência de correntes descendentes ou de tesoura de vento, na área de treinamento.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46256;A - 523/CENIPA/2015 - 03;2017-05-02;2017-05-11;NULL;Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta providencie treinamento de CRM para os funcionários da escola envolvidos com a atividade aérea, com ênfase nas ações dos tripulantes, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46260;A-535/CENIPA/2017 - 01;2018-03-09;2018-03-09;NULL;Divulgar os ensinamentos colhidos e os procedimentos operacionais apresentados na presente investigação, a fim de alertar pilotos e operadores sobre a importância da redução de probabilidade e severidade de colisões com aves, sobretudo quando se utilizando aeronaves reguladas pelos RABC-23 (aviões categoria normal, utilitária e acrobática) e RBAC-27, uma vez que tais equipamentos não necessitam cumprir critérios de certificação de capotas ou para-brisas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46261;A-042/CENIPA/2014 - RSV 001;2014-06-09;2014-07-29;2015-02-27;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de helicópteros.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
